lat,lon,ele,time,temperature,lat_glatt,lon_glatt,ele_glatt,time_s,ds,ds_orig,s_orig,dt,s,v,a,dh,phi_rad,phi_grad,rho,F_D,F_H,F_A,F_Antrieb,P,T_drehmoment,I_motor,SOC
47.564379,12.123466,488.662853,2024-08-23 18:02:44.300000+00:00,29.183726639881737,47.5661148,12.1263131,487.0108735,6090.113,63.939012462927835,33.95629134513941,32262.662223929958,4.375,29524.068479535894,10.429134772580475,0.012523057802793195,0.30522510000002967,0.0019952745782933334,0.11432081230595315,1.1882461326947058,36.349253825266146,1.5658904500443263,1.0018446242234555,36.11444458401534,360.7809695679084,12.293571031791902,8.019963456792873,0.615293005312631
47.563998,12.123047,488.872784,2024-08-23 18:02:52.889000+00:00,28.347352233806525,47.565749700000005,12.1256399,487.3601046,6098.702,64.80177039063726,52.75552002700751,32315.417743956965,8.588999999999942,29588.87024992653,9.611473823628758,0.008446929722700754,0.34923109999999724,0.0021126383336497203,0.12104526015568003,1.188220176506043,30.872331485468735,1.6579973309074558,0.6757543778160603,35.810584275725645,357.9412617494849,12.224061085928529,8.015360698801738,0.6148149224442837
47.563765,12.122681,489.041057,2024-08-23 18:02:59.494000+00:00,28.53451076288517,47.5653682,12.1249438,487.7331262000001,6105.307,67.28457277129444,37.75402842602509,32353.17177238299,6.604999999999563,29656.154822697827,9.906329893435286,0.011650000348119315,0.37302160000007234,0.0022482524595786547,0.12881537721376363,1.188192452742834,32.79479296137045,1.7644270438527911,0.9320000278495453,35.52720393382749,355.2348077736705,12.152277227399384,8.006070690237788,0.6144476995490822
47.563626,12.122416,489.153304,2024-08-23 18:03:03.889000+00:00,28.69894825485827,47.5649944,12.1242689,488.1292359,6109.702,65.51127266210658,25.18398899871063,32378.3557613817,4.395000000000437,29721.666095359935,9.814254286713528,0.010161391118915133,0.39610969999995405,0.002348509325721361,0.13455967251094872,1.1881630137307975,32.18719809766994,1.8431084245488272,0.8129112895132107,35.33600479644132,352.9548513967662,12.074637493843834,7.993003132286092,0.6142037464326489
47.56351,12.12208,489.279523,2024-08-23 18:03:07.836000+00:00,28.48830456157818,47.56469009999999,12.1238186,488.40431079999996,6113.649,47.81623172357303,28.318592181125425,32406.674353562823,3.9470000000001164,29769.482327083508,9.86548954964097,0.001856472516686486,0.27507489999993595,0.002421703389110616,0.13875338342856605,1.1881425704967439,32.523581908411295,1.9005509620958942,0.14851780133491888,34.94177944261863,349.5385484370773,11.991771292526227,7.976940967765445,0.6139851006965393
47.563429,12.121763,489.392881,2024-08-23 18:03:11.938000+00:00,28.17178319272473,47.5643872,12.123361300000001,488.67233269999997,6117.751,48.079722944735195,25.433155666286773,32432.10750922911,4.101999999999862,29817.562050028242,9.09206742265533,-0.0007308781241548512,0.2680219000000079,0.002444251561250982,0.1400452985279435,1.1881226517714534,27.623525297297117,1.9182467152172116,-0.0584702499323881,34.44798146060007,345.15477999863634,11.903764528671196,7.95895190430412,0.6137583811082653
47.563345,12.121434,489.510518,2024-08-23 18:03:15.532000+00:00,28.492044996449152,47.5641235,12.122957600000001,488.8799239,6121.345,42.157460915339165,26.393353581656854,32458.500862810768,3.594000000000051,29859.71951094358,9.146899223095831,0.0017177086749067287,0.2075912000000244,0.0024433867960811824,0.13999575113344406,1.1881072243359359,27.957346958905593,1.917568049538539,0.1374166939925383,34.08920042091345,341.34206592446475,11.821846059590632,7.940219253333507,0.6135602064694009
47.563181,12.120987,489.680673,2024-08-23 18:03:20.568000+00:00,28.931815874929885,47.56388510000001,12.1225724,489.04735729999993,6126.381,39.21776368057188,38.17623069509357,32496.677093505863,5.036000000000058,29898.937274624153,9.301090341990552,0.0034277692954013104,0.16743339999993623,0.0022567952036807192,0.1293048403962722,1.1880947814304288,28.907553951415565,1.7711313724156106,0.2742215436321048,33.74306020837956,337.74697055832513,11.747520902155967,7.921633670208658,0.6132831693363233
47.563031,12.120731,489.662785,2024-08-23 18:03:23.721000+00:00,27.88174235029447,47.5636892,12.1222333,489.17908079999995,6129.534,33.49399592238028,25.439149081762682,32522.116242587625,3.152999999999338,29932.431270546535,9.033984848232112,0.005363072480375106,0.13172350000002098,0.0020124691270061727,0.11530598737783095,1.1880849924174317,27.270855161719535,1.579384704780845,0.42904579843000845,33.51240015483345,334.7275809767278,11.679324248347381,7.9039925517055005,0.6131101048327433
47.562882,12.120547,489.6309,2024-08-23 18:03:27.325000+00:00,28.46148483707344,47.563514600000005,12.1219152,489.2887278,6133.138,30.76656083486584,21.56624723050616,32543.68248981813,3.604000000000269,29963.1978313814,8.982687307082426,0.004809057192850072,0.10964700000005223,0.0016531925238553586,0.09472095433949271,1.1880768440778744,26.961846159273602,1.297424901734611,0.38472457542800576,33.390995163820406,332.4337655804312,11.621372514071766,7.887903814106271,0.6129126881289514
